packageName,className,methodName,api,mcrCategories,mcrTags,count,countAll,proportion
org.aksw.palmetto.calculations.direct,LogLikelihoodCoherenceCalculationTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.prob.window,AbstractWindowBasedFrequencyDeterminer,determineCounts,com.carrotsearch:hppc,null,null,19,19,1.0
org.aksw.palmetto,Palmetto,getCorpusAdapter,org.slf4j:slf4j-api,null,null,2,2,1.0
org.aksw.palmetto.sum,QuadraticMeanTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.calculations.direct,JaccardCoherenceCalculationTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.calculations.indirect,JaccardBasedCalculationTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.calculations.direct,NormalizedLogRatioCoherenceCalculationTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.prob.bd,BooleanDocumentFrequencyDeterminerPerformanceTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.corpus,WindowSupportingAdapter,requestWordPositionsInDocuments,com.carrotsearch:hppc,null,null,3,3,1.0
org.aksw.palmetto.io,SimpleDocumentTextSupplier,"",org.slf4j:slf4j-api,null,null,3,3,1.0
org.aksw.palmetto.prob,BooleanSlidingWindowProbabilitySupplierTest,test,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.calculations.direct,OlssonsCoherenceCalculationTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.prob,ContextWindowFrequencyDeterminerCountingTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.prob,ContextWindowFrequencyDeterminerCountingTest,test,com.carrotsearch:hppc,null,null,7,10,0.7
org.aksw.palmetto.prob,ContextWindowFrequencyDeterminerCountingTest,test,junit:junit,null,null,3,10,0.3
org.aksw.palmetto.weight,ConditionalProbabilityBasedWeighterTest,test,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.prob.window,ContextWindowFrequencyDeterminer,addCountsFromDocument,com.carrotsearch:hppc,null,null,14,14,1.0
org.aksw.palmetto.subsets,AnyAnyTest,test,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.corpus,BooleanDocumentSupportingAdapter,getDocumentsWithWord,com.carrotsearch:hppc,null,null,1,1,1.0
